

"Host:","peer17",,,,"User:","root"
"Cmdline:","dstat -tcdmg --noheaders --output //shared_dir/metrics/run-seq-read-1th-128k-smart-64k-lsfs-peer17.dstat.csv",,,,"Date:","17 Nov 2022 16:30:38 UTC"
"system","total cpu usage",,,,,"dsk/total",,"memory usage",,,,"paging",
"time","usr","sys","idl","wai","stl","read","writ","used","free","buff","cach","in","out"
17-11 16:32:41,1.678,1.342,96.980,0,0,0,0,792080384,12553830400,620834816,2221625344,0,0,
17-11 16:32:42,11.873,3.679,84.281,0.167,0,0,147456,792076288,12553830400,620838912,2221625344,0,0,
17-11 16:32:43,3.300,1.155,95.545,0,0,0,0,792072192,12553830400,620838912,2221629440,0,0,
17-11 16:32:44,1.338,0.334,98.161,0.167,0,0,1679360,792072192,12553830400,620843008,2221625344,0,0,
17-11 16:32:45,18.846,4.075,76.910,0.170,0,0,139264,792059904,12553830400,620847104,2221633536,0,0,
17-11 16:32:46,3.025,0.672,96.303,0,0,0,0,790597632,12555288576,620847104,2221629440,0,0,
17-11 16:32:47,14.262,3.814,81.924,0,0,0,8192,790515712,12555370496,620847104,2221633536,0,0,
17-11 16:32:48,26.841,7.365,65.794,0,0,0,0,790499328,12555386880,620847104,2221633536,0,0,
17-11 16:32:49,1.340,0.670,97.822,0.168,0,0,81920,790462464,12555411456,620855296,2221637632,0,0,
17-11 16:32:50,2.030,0.677,97.124,0.169,0,0,106496,793362432,12552507392,620859392,2221637632,0,0,
17-11 16:32:51,8.094,1.855,90.051,0,0,0,0,791523328,12554346496,620859392,2221637632,0,0,
17-11 16:32:52,1.007,0.671,98.154,0.168,0,0,114688,791523328,12554346496,620863488,2221633536,0,0,
17-11 16:32:53,23.639,5.612,70.748,0,0,0,0,791531520,12554330112,620863488,2221641728,0,0,
17-11 16:32:54,14.261,3.226,82.513,0,0,0,16384,791515136,12554346496,620863488,2221641728,0,0,
17-11 16:32:55,1.008,0.336,98.655,0,0,0,0,791539712,12554321920,620863488,2221641728,0,0,
17-11 16:32:56,17.529,4.341,78.130,0,0,0,147456,789659648,12556210176,620867584,2221625344,0,0,
17-11 16:32:57,9.596,2.020,88.384,0,0,0,0,789712896,12556144640,620867584,2221641728,0,0,
17-11 16:32:58,1.005,0.335,98.660,0,0,0,8192,789721088,12556136448,620867584,2221641728,0,0,
17-11 16:32:59,12.919,3.188,83.893,0,0,0,0,789688320,12556169216,620867584,2221641728,0,0,
17-11 16:33:00,1.510,0.503,97.819,0.168,0,0,40960,791535616,12554313728,620875776,2221641728,0,0,
17-11 16:33:01,9.167,2.667,88.167,0,0,0,0,790994944,12554854400,620875776,2221641728,0,0,
17-11 16:33:02,31.271,5.686,62.876,0.167,0,0,172032,791277568,12554563584,620879872,2221645824,0,0,
17-11 16:33:03,8.460,2.030,89.509,0,0,0,16384,791240704,12554596352,620879872,2221649920,0,0,
17-11 16:33:04,1.176,0.840,97.983,0,0,0,16384,791797760,12554039296,620879872,2221649920,0,0,
17-11 16:33:05,20.478,4.608,74.915,0,0,0,0,791744512,12554088448,620879872,2221654016,0,0,
17-11 16:33:06,3.177,1.003,95.819,0,0,0,0,789430272,12556402688,620879872,2221654016,0,0,
17-11 16:33:07,1.678,0.671,97.483,0.168,0,0,114688,789430272,12556402688,620883968,2221649920,0,0,
17-11 16:33:08,26.678,6.208,66.946,0.168,0,0,237568,789426176,12556394496,620883968,2221662208,0,0,
17-11 16:33:09,21.533,5.220,72.594,0.653,0,0,25321472,789835776,12555878400,620920832,2221637632,0,0,
17-11 16:33:10,3.624,1.483,94.893,0,0,0,0,791367680,12554346496,620920832,2221637632,0,0,
17-11 16:33:11,10.184,3.673,86.144,0,0,0,0,791379968,12554330112,620920832,2221641728,0,0,
17-11 16:33:12,1.345,0.336,98.151,0.168,0,0,188416,791363584,12554338304,620933120,2221637632,0,0,
17-11 16:33:13,2.185,1.345,96.471,0,0,0,65536,791609344,12554088448,620933120,2221641728,0,0,
17-11 16:33:14,9.184,3.061,87.585,0.170,0,0,327680,791625728,12554063872,620941312,2221641728,0,0,
17-11 16:33:15,1.852,0.337,97.811,0,0,0,0,791625728,12554055680,620941312,2221649920,0,0,
17-11 16:33:16,7.059,1.345,91.597,0,0,0,0,790417408,12555255808,620941312,2221658112,0,0,
17-11 16:33:17,1.669,0.668,97.663,0,0,0,0,790544384,12555128832,620941312,2221658112,0,0,
17-11 16:33:18,18.771,5.150,75.914,0.166,0,0,163840,790564864,12555104256,620945408,2221658112,0,0,
17-11 16:33:19,6.645,1.993,91.362,0,0,0,0,790581248,12555087872,620945408,2221658112,0,0,
17-11 16:33:20,2.010,0.670,97.320,0,0,0,24576,792403968,12553256960,620953600,2221658112,0,0,
17-11 16:33:21,11.966,2.393,85.641,0,0,0,0,791089152,12554571776,620953600,2221658112,0,0,
17-11 16:33:22,1.515,0.505,97.811,0.168,0,0,114688,791093248,12554563584,620957696,2221658112,0,0,
17-11 16:33:23,6.387,1.008,92.437,0.168,0,0,155648,791355392,12554289152,620961792,2221658112,0,0,
17-11 16:33:24,1.340,0.335,98.325,0,0,0,0,791322624,12554313728,620961792,2221666304,0,0,
17-11 16:33:25,2.694,0.842,96.465,0,0,0,0,791343104,12554289152,620961792,2221670400,0,0,
17-11 16:33:26,3.506,0.835,95.659,0,0,0,0,790122496,12555501568,620961792,2221678592,0,0,
17-11 16:33:27,7.276,1.692,91.032,0,0,0,0,789999616,12555628544,620961792,2221674496,0,0,
17-11 16:33:28,17.061,3.209,79.561,0.169,0,0,172032,790040576,12555587584,620961792,2221674496,0,0,
17-11 16:33:29,1.174,0.503,98.322,0,0,0,0,789999616,12555620352,620961792,2221682688,0,0,
17-11 16:33:30,14.765,3.523,81.544,0.168,0,0,32768,792862720,12552749056,620969984,2221682688,0,0,
17-11 16:33:31,11.893,2.178,85.930,0,0,0,0,792338432,12553273344,620969984,2221682688,0,0,
17-11 16:33:32,1.347,0.337,98.148,0.168,0,0,65536,792326144,12553273344,620974080,2221690880,0,0,
17-11 16:33:33,18.039,4.028,77.758,0.175,0,0,122880,792330240,12553265152,620974080,2221694976,0,0,
17-11 16:33:34,21.544,5.027,73.429,0,0,0,0,792322048,12553273344,620974080,2221694976,0,0,
17-11 16:33:35,1.515,0.842,97.643,0,0,0,0,792563712,12553031680,620974080,2221694976,0,0,
17-11 16:33:36,4.223,1.182,94.595,0,0,0,0,790253568,12555337728,620974080,2221699072,0,0,
17-11 16:33:37,9.434,2.058,88.508,0,0,0,0,790257664,12555329536,620974080,2221703168,0,0,
17-11 16:33:38,0.337,0.337,98.990,0.337,0,0,163840,790507520,12555079680,620982272,2221694976,0,0,
17-11 16:33:39,19.197,4.014,76.789,0,0,0,0,790507520,12555071488,620982272,2221703168,0,0,
17-11 16:33:40,28.227,5.852,65.921,0,0,0,32768,792559616,12553007104,620982272,2221715456,0,0,
17-11 16:33:41,1.184,0.508,98.308,0,0,0,0,792297472,12553273344,620982272,2221711360,0,0,
17-11 16:33:42,2.886,1.019,95.925,0.170,0,0,65536,792297472,12553273344,620986368,2221707264,0,0,
17-11 16:33:43,3.565,0.679,95.756,0,0,0,0,792289280,12553273344,620986368,2221715456,0,0,
17-11 16:33:44,1.336,0.501,98.164,0,0,0,172032,792256512,12553297920,620986368,2221723648,0,0,
17-11 16:33:45,8.863,2.508,88.462,0.167,0,0,204800,792272896,12553281536,620990464,2221719552,0,0,
17-11 16:33:46,3.685,0.670,95.645,0,0,0,0,792100864,12553441280,620990464,2221731840,0,0,
17-11 16:33:47,21.993,4.639,73.368,0,0,0,0,792027136,12553523200,620990464,2221723648,0,0,
17-11 16:33:48,27.353,6.217,66.430,0,0,0,0,792035328,12553515008,620990464,2221723648,0,0,
17-11 16:33:49,10.940,2.564,86.496,0,0,0,40960,792264704,12553273344,620990464,2221735936,0,0,
17-11 16:33:50,1.839,0.669,97.157,0.334,0,0,172032,793042944,12552491008,620994560,2221735936,0,0,
17-11 16:33:51,16.062,4.663,79.275,0,0,0,0,793296896,12552232960,620994560,2221740032,0,0,
17-11 16:33:52,23.550,7.030,69.244,0.176,0,0,65536,793309184,12552216576,620998656,2221740032,0,0,
17-11 16:33:53,20.172,6.207,73.621,0,0,0,0,793284608,12552241152,620998656,2221740032,0,0,
17-11 16:33:54,1.008,0.504,98.487,0,0,0,16384,793284608,12552241152,620998656,2221740032,0,0,
17-11 16:33:55,7.783,2.369,89.848,0,0,0,24576,792768512,12552757248,620998656,2221740032,0,0,
17-11 16:33:56,14.334,3.413,82.253,0,0,0,73728,789843968,12555661312,621006848,2221752320,0,0,
17-11 16:33:57,0.838,0.670,98.492,0,0,0,0,789843968,12555661312,621006848,2221752320,0,0,
17-11 16:33:58,18.307,5.181,76.511,0,0,0,0,789843968,12555661312,621006848,2221752320,0,0,
17-11 16:33:59,26.527,7.330,59.337,6.806,0,8192,139878400,790081536,12520259584,621113344,2255745024,0,0,
17-11 16:34:00,3.010,1.672,93.144,2.174,0,0,27713536,794865664,12549931008,621174784,2221551616,0,0,
17-11 16:34:01,3.041,0.676,95.777,0.507,0,0,25542656,791449600,12553515008,621207552,2221338624,0,0,
17-11 16:34:02,1.345,0.504,98.151,0,0,0,114688,791470080,12553490432,621211648,2221338624,0,0,
17-11 16:34:03,4.825,1.664,92.845,0.666,0,0,32948224,789266432,12555563008,621244416,2221383680,0,0,
17-11 16:34:04,25.347,6.424,68.229,0,0,0,40960,789250048,12555571200,621244416,2221309952,0,0,
17-11 16:34:05,25.784,5.923,68.293,0,0,0,0,789274624,12555546624,621244416,2221309952,0,0,
17-11 16:34:06,25.835,6.327,67.838,0,0,0,24576,789671936,12555141120,621244416,2221322240,0,0,
17-11 16:34:07,16.118,4.159,79.549,0.173,0,0,122880,789516288,12555304960,621244416,2221309952,0,0,
17-11 16:34:08,1.336,0.668,97.997,0,0,0,0,789516288,12555304960,621244416,2221309952,0,0,
17-11 16:34:09,11.111,3.419,85.299,0.171,0,0,196608,789504000,12555304960,621252608,2221314048,0,0,
17-11 16:34:10,32.162,7.733,60.105,0,0,0,0,792596480,12552208384,621252608,2221318144,0,0,
17-11 16:34:11,31.754,7.544,60.526,0.175,0,0,90112,790327296,12554481664,621256704,2221314048,0,0,
17-11 16:34:12,20.138,5.508,74.355,0,0,0,106496,790261760,12554530816,621260800,2221322240,0,0,
17-11 16:34:13,1.351,1.351,97.297,0,0,0,0,790503424,12554289152,621260800,2221322240,0,0,
17-11 16:34:14,9.185,2.253,88.562,0,0,0,40960,790519808,12554272768,621260800,2221322240,0,0,
17-11 16:34:15,30.185,8.263,61.551,0,0,0,0,790343680,12554448896,621260800,2221322240,0,0,
17-11 16:34:16,27.826,6.783,65.391,0,0,0,65536,788705280,12556079104,621264896,2221322240,0,0,
17-11 16:34:17,21.191,4.378,74.431,0,0,0,0,788447232,12556337152,621264896,2221322240,0,0,
17-11 16:34:18,1.169,0.501,98.164,0.167,0,0,131072,788447232,12556337152,621268992,2221318144,0,0,
17-11 16:34:19,6.325,1.368,92.137,0.171,0,0,245760,788443136,12556337152,621268992,2221322240,0,0,
17-11 16:34:20,25.952,6.401,67.647,0,0,0,0,789729280,12555046912,621268992,2221326336,0,0,
17-11 16:34:21,1.678,1.510,96.477,0.336,0,0,540672,789716992,12555046912,621281280,2221326336,0,0,
17-11 16:34:22,1.846,1.007,97.148,0,0,0,0,789716992,12555046912,621281280,2221326336,0,0,
17-11 16:34:23,2.345,0.503,97.152,0,0,0,0,789733376,12555030528,621281280,2221326336,0,0,
17-11 16:34:24,5.281,1.363,93.186,0.170,0,0,131072,789708800,12555055104,621289472,2221318144,0,0,
17-11 16:34:25,1.505,0.836,97.659,0,0,0,253952,789708800,12555046912,621289472,2221326336,0,0,
17-11 16:34:26,2.357,1.178,96.465,0,0,0,0,788213760,12556533760,621289472,2221338624,0,0,
17-11 16:34:27,8.348,2.555,89.097,0,0,0,0,788647936,12556103680,621289472,2221330432,0,0,
17-11 16:34:28,1.008,0.336,98.655,0,0,0,0,788631552,12556120064,621289472,2221330432,0,0,
17-11 16:34:29,17.504,5.199,77.296,0,0,0,0,788639744,12556111872,621289472,2221330432,0,0,
17-11 16:34:30,21.968,5.800,72.056,0.176,0,0,163840,790446080,12554297344,621289472,2221338624,0,0,
17-11 16:34:31,1.188,0.679,98.132,0,0,0,139264,790134784,12554612736,621289472,2221338624,0,0,
17-11 16:34:32,3.220,1.525,95.085,0.169,0,0,65536,790142976,12554604544,621293568,2221330432,0,0,
17-11 16:34:33,21.747,4.278,73.975,0,0,0,0,790130688,12554604544,621293568,2221342720,0,0,
17-11 16:34:34,1.836,0.668,97.496,0,0,0,0,790405120,12554330112,621293568,2221342720,0,0,
17-11 16:34:35,5.085,1.356,93.390,0.169,0,0,98304,790405120,12554330112,621293568,2221342720,0,0,
17-11 16:34:36,23.116,5.479,71.404,0,0,0,131072,789397504,12555337728,621301760,2221338624,0,0,
17-11 16:34:37,1.173,0.503,98.325,0,0,0,0,789323776,12555403264,621301760,2221342720,0,0,
17-11 16:34:38,7.012,1.503,91.486,0,0,0,0,789598208,12555128832,621301760,2221342720,0,0,
17-11 16:34:39,31.115,6.835,62.050,0,0,0,0,789622784,12555104256,621301760,2221342720,0,0,
