

"Host:","peer7",,,,"User:","root"
"Cmdline:","dstat -tcdmg --noheaders --output //shared_dir/metrics/run-delete-1th-cache_off-lsfs-peer7.dstat.csv",,,,"Date:","29 Nov 2022 11:49:23 UTC"
"system","total cpu usage",,,,,"dsk/total",,"memory usage",,,,"paging",
"time","usr","sys","idl","wai","stl","read","writ","used","free","buff","cach","in","out"
29-11 12:08:31,22.667,2.500,74.333,0.500,0,0,36880384,852533248,12895522816,986714112,1428443136,0,0,
29-11 12:08:32,24.065,2.276,73.496,0.163,0,0,65536,852246528,12900683776,986714112,1423634432,0,0,
29-11 12:08:33,22.204,2.504,74.124,1.169,0,0,47226880,852430848,12902371328,986734592,1421860864,0,0,
29-11 12:08:34,22.446,3.015,74.539,0,0,0,73728,852660224,12901683200,986734592,1422213120,0,0,
29-11 12:08:35,22.810,2.149,75.041,0,0,0,0,852656128,12901425152,986734592,1422475264,0,0,
29-11 12:08:36,24.459,2.662,72.879,0,0,0,0,851910656,12901683200,986734592,1422958592,0,0,
29-11 12:08:37,22.258,2.742,75,0,0,0,0,851816448,12901425152,986734592,1423314944,0,0,
29-11 12:08:38,24.513,3.084,72.078,0.325,0,0,2179072,851730432,12901183488,986734592,1423642624,0,0,
29-11 12:08:39,21.392,2.037,76.570,0,0,0,0,851812352,12900651008,986734592,1424089088,0,0,
29-11 12:08:40,24.138,2.627,73.235,0,0,0,65536,851644416,12900392960,986734592,1424515072,0,0,
29-11 12:08:41,20.033,1.987,77.980,0,0,0,0,851415040,12900392960,986734592,1424744448,0,0,
29-11 12:08:42,20.736,2.341,76.756,0.167,0,0,65536,851546112,12899876864,986734592,1425129472,0,0,
29-11 12:08:43,22.951,1.967,74.918,0.164,0,0,2097152,851476480,12899618816,986734592,1425457152,0,0,
29-11 12:08:44,23.607,2.459,73.934,0,0,0,0,851402752,12899368960,986734592,1425780736,0,0,
29-11 12:08:45,20.730,2.653,76.451,0.166,0,0,65536,851042304,12899360768,986734592,1426149376,0,0,
29-11 12:08:46,23.967,4.298,70.744,0.992,0,0,37642240,851050496,12901163008,986750976,1424351232,0,0,
29-11 12:08:47,21.536,2.170,76.127,0.167,0,0,8650752,851865600,12899844096,986750976,1424719872,0,0,
29-11 12:08:48,24.053,2.636,73.311,0,0,0,1409024,851824640,12899569664,986750976,1425035264,0,0,
29-11 12:08:49,21.536,2.504,75.960,0,0,0,0,851697664,12899328000,986750976,1425403904,0,0,
29-11 12:08:50,22.735,1.977,75.288,0,0,0,0,851607552,12899069952,986750976,1425752064,0,0,
29-11 12:08:51,23.267,1.980,74.422,0.330,0,0,65536,851296256,12899069952,986750976,1426063360,0,0,
29-11 12:08:52,20.099,2.801,76.936,0.165,0,0,270336,850952192,12899069952,986750976,1426407424,0,0,
29-11 12:08:53,21.631,2.662,75.707,0,0,0,3334144,851382272,12898312192,986750976,1426735104,0,0,
29-11 12:08:54,21.370,3.100,75.530,0,0,0,0,851611648,12897771520,986750976,1427046400,0,0,
29-11 12:08:55,20.786,3.110,76.105,0,0,0,0,851271680,12897779712,986750976,1427374080,0,0,
29-11 12:08:56,24.553,2.276,73.008,0.163,0,0,65536,852455424,12896231424,986750976,1427738624,0,0,
29-11 12:08:57,21.689,2.318,75.331,0.662,0,0,17047552,854134784,12894109696,986763264,1428099072,0,0,
29-11 12:08:58,21.595,2.492,75.914,0,0,0,4833280,853704704,12894167040,986763264,1428471808,0,0,
29-11 12:08:59,20.758,1.977,77.265,0,0,0,0,853860352,12893650944,986763264,1428832256,0,0,
29-11 12:09:00,23.616,2.443,73.941,0,0,0,0,853512192,12893650944,986763264,1429180416,0,0,
29-11 12:09:01,23.481,2.627,73.892,0,0,0,0,853360640,12893392896,986763264,1429585920,0,0,
29-11 12:09:02,21.546,2.632,75.493,0.329,0,0,417792,853282816,12893134848,986767360,1429917696,0,0,
29-11 12:09:03,22.913,2.291,74.632,0.164,0,0,9101312,853164032,12892876800,986767360,1430294528,0,0,
29-11 12:09:04,21.703,2.504,75.793,0,0,0,73728,853385216,12892360704,986767360,1430585344,0,0,
29-11 12:09:05,21.711,2.138,76.151,0,0,0,0,853286912,12892102656,986767360,1430937600,0,0,
29-11 12:09:06,21.523,2.483,75.993,0,0,0,0,851865600,12893335552,986767360,1431126016,0,0,
29-11 12:09:07,23.165,2.936,73.736,0.163,0,0,229376,851619840,12893200384,986767360,1431506944,0,0,
29-11 12:09:08,25.581,1.495,72.924,0,0,0,0,851951616,12892426240,986767360,1431949312,0,0,
29-11 12:09:09,23.328,2.936,73.736,0,0,0,335872,851513344,12892426240,986767360,1432387584,0,0,
29-11 12:09:10,20.131,2.455,77.414,0,0,0,0,851251200,12892442624,986767360,1432633344,0,0,
29-11 12:09:11,20.500,1.667,77.833,0,0,0,0,851308544,12892168192,986767360,1432850432,0,0,
29-11 12:09:12,22.056,1.658,75.954,0.332,0,0,393216,851210240,12891910144,986767360,1433206784,0,0,
29-11 12:09:13,22.388,2.156,74.959,0.498,0,0,17235968,851955712,12890619904,986767360,1433632768,0,0,
29-11 12:09:14,22.425,2.492,75.083,0,0,0,1982464,852107264,12890120192,986767360,1433980928,0,0,
29-11 12:09:15,22.787,2.459,74.754,0,0,0,0,851705856,12890103808,986767360,1434398720,0,0,
29-11 12:09:16,24.628,2.149,73.223,0,0,0,0,850448384,12890877952,986767360,1434882048,0,0,
29-11 12:09:17,22.586,1.800,75.614,0,0,0,0,851480576,12889587712,986767360,1435140096,0,0,
29-11 12:09:18,23.279,2.131,74.262,0.328,0,0,221184,851058688,12889587712,986767360,1435561984,0,0,
29-11 12:09:19,24.390,2.927,72.683,0,0,0,3244032,850784256,12889587712,986767360,1435836416,0,0,
29-11 12:09:20,20.067,2.007,77.926,0,0,0,0,850939904,12889055232,986767360,1436213248,0,0,
29-11 12:09:21,23.510,2.318,73.841,0.331,0,0,8617984,852344832,12887265280,986775552,1436545024,0,0,
29-11 12:09:22,22.039,2.961,73.849,1.151,0,0,39010304,852938752,12888539136,986800128,1434566656,0,0,
29-11 12:09:23,22.259,2.492,75.249,0,0,0,0,852836352,12888399872,986800128,1434808320,0,0,
29-11 12:09:24,21.287,2.970,75.413,0.330,0,0,73728,852287488,12888457216,986800128,1435295744,0,0,
29-11 12:09:25,21.582,2.306,76.112,0,0,0,0,852140032,12888272896,986800128,1435627520,0,0,
29-11 12:09:26,24.919,2.932,72.150,0,0,0,0,852324352,12887756800,986800128,1435959296,0,0,
29-11 12:09:27,21.572,1.672,76.589,0.167,0,0,204800,851841024,12887756800,986800128,1436442624,0,0,
29-11 12:09:28,24.302,2.627,73.071,0,0,0,0,852013056,12887257088,986800128,1436770304,0,0,
29-11 12:09:29,21.906,2.007,75.920,0.167,0,0,7282688,851828736,12886982656,986800128,1437229056,0,0,
29-11 12:09:30,20.888,2.632,76.480,0,0,0,0,851591168,12886982656,986800128,1437466624,0,0,
29-11 12:09:31,21.452,2.145,76.403,0,0,0,0,851464192,12886740992,986800128,1437835264,0,0,
29-11 12:09:32,20.167,3.500,75,1.333,0,0,75382784,853336064,12888723456,986828800,1434030080,0,0,
29-11 12:09:33,22,2.167,75.833,0,0,0,0,853209088,12888465408,986828800,1434415104,0,0,
29-11 12:09:34,22.422,3.273,74.141,0.164,0,0,13328384,852996096,12888129536,986828800,1434894336,0,0,
29-11 12:09:35,22.913,1.800,75.286,0,0,0,0,853020672,12887949312,986828800,1435049984,0,0,
29-11 12:09:36,22.660,2.627,74.713,0,0,0,0,852348928,12888301568,986828800,1435369472,0,0,
29-11 12:09:37,22.496,2.135,75.369,0,0,0,0,852074496,12888190976,986828800,1435754496,0,0,
29-11 12:09:38,20.799,2.163,77.038,0,0,0,0,851648512,12888207360,986828800,1436164096,0,0,
29-11 12:09:39,24.013,2.303,73.355,0.329,0,0,188416,852131840,12887433216,986832896,1436450816,0,0,
29-11 12:09:40,23.002,1.958,75.041,0,0,0,172032,851955712,12887158784,986832896,1436897280,0,0,
29-11 12:09:41,22.222,2.322,75.456,0,0,0,0,851660800,12887175168,986832896,1437175808,0,0,
29-11 12:09:42,19.174,1.983,78.678,0.165,0,0,65536,851566592,12886917120,986832896,1437528064,0,0,
29-11 12:09:43,21.227,1.493,77.280,0,0,0,0,851480576,12886659072,986832896,1437872128,0,0,
29-11 12:09:44,23.328,2.936,73.573,0.163,0,0,4628480,851701760,12886142976,986841088,1438154752,0,0,
29-11 12:09:45,21.911,4.942,71.829,1.318,0,0,93806592,855261184,12884901888,986906624,1435664384,0,0,
29-11 12:09:46,23.675,3.311,73.013,0,0,0,0,852062208,12887760896,986906624,1435901952,0,0,
29-11 12:09:47,19.048,1.970,78.982,0,0,0,0,851611648,12887867392,986906624,1436246016,0,0,
29-11 12:09:48,23.481,1.806,74.713,0,0,0,0,851537920,12887625728,986906624,1436561408,0,0,
29-11 12:09:49,23.810,1.970,74.220,0,0,0,3989504,851099648,12887625728,986906624,1436995584,0,0,
29-11 12:09:50,21.488,2.810,75.537,0.165,0,0,253952,852402176,12886077440,986910720,1437237248,0,0,
29-11 12:09:51,19.967,2.496,77.371,0.166,0,0,114688,852291584,12885827584,986910720,1437597696,0,0,
29-11 12:09:52,21.746,2.142,76.112,0,0,0,65536,851931136,12885827584,986910720,1437958144,0,0,
29-11 12:09:53,20.033,1.821,78.146,0,0,0,49152,851730432,12885811200,986910720,1438175232,0,0,
29-11 12:09:54,21.746,2.636,74.465,1.153,0,0,39624704,851435520,12887875584,986935296,1436311552,0,0,
29-11 12:09:55,22.810,3.306,73.884,0,0,0,2473984,851034112,12887875584,986935296,1436696576,0,0,
29-11 12:09:56,24.792,2.163,73.045,0,0,0,0,852549632,12886007808,986935296,1437044736,0,0,
29-11 12:09:57,21.053,2.467,76.316,0.164,0,0,212992,852348928,12885794816,986935296,1437458432,0,0,
29-11 12:09:58,21.369,1.503,77.129,0,0,0,0,852013056,12885811200,986935296,1437777920,0,0,
29-11 12:09:59,24.459,1.664,73.710,0.166,0,0,221184,852168704,12885286912,986939392,1438142464,0,0,
29-11 12:10:00,23.077,2.128,74.795,0,0,0,5087232,852164608,12885020672,986939392,1438412800,0,0,
29-11 12:10:01,20.466,2.995,76.539,0,0,0,0,851931136,12884779008,986939392,1438887936,0,0,
29-11 12:10:02,20.938,1.843,77.052,0.168,0,0,131072,851697664,12884762624,986939392,1439137792,0,0,
29-11 12:10:03,22.517,2.318,75.166,0,0,0,0,851984384,12884004864,986939392,1439604736,0,0,
29-11 12:10:04,21.018,2.627,76.190,0.164,0,0,155648,851861504,12883746816,986939392,1439985664,0,0,
29-11 12:10:05,22.039,2.138,75.822,0,0,0,5013504,851742720,12883488768,986939392,1440362496,0,0,
29-11 12:10:06,23.333,1.500,75,0.167,0,0,319488,851906560,12883021824,986939392,1440653312,0,0,
29-11 12:10:07,20.134,1.510,78.188,0.168,0,0,81920,851582976,12882939904,986939392,1441050624,0,0,
29-11 12:10:08,22.848,1.325,75.828,0,0,0,0,851529728,12882698240,986939392,1441345536,0,0,
29-11 12:10:09,23.167,2.333,74.167,0.333,0,0,172032,851517440,12882182144,986943488,1441865728,0,0,
29-11 12:10:10,21.839,2.956,74.220,0.985,0,0,38985728,852271104,12883681280,986959872,1439526912,0,0,
29-11 12:10:11,23.102,2.145,74.752,0,0,0,0,852013056,12883697664,986959872,1439768576,0,0,
29-11 12:10:12,23.051,3.151,73.632,0.166,0,0,131072,852918272,12882391040,986959872,1440169984,0,0,
29-11 12:10:13,23.026,1.809,75.164,0,0,0,0,852729856,12882132992,986959872,1440616448,0,0,
29-11 12:10:14,22.533,1.809,75.658,0,0,0,0,852365312,12882132992,986959872,1440980992,0,0,
29-11 12:10:15,22.130,2.995,74.875,0,0,0,4595712,852082688,12882116608,986963968,1441275904,0,0,
29-11 12:10:16,22.259,3.110,74.632,0,0,0,0,853020672,12880809984,986963968,1441644544,0,0,
29-11 12:10:17,22.405,2.471,74.794,0.329,0,0,57344,853053440,12880326656,986963968,1442091008,0,0,
29-11 12:10:18,21,1.500,77.500,0,0,0,0,853069824,12880052224,986963968,1442349056,0,0,
29-11 12:10:19,25.658,3.289,71.053,0,0,0,0,852598784,12880084992,986963968,1442787328,0,0,
29-11 12:10:20,22.757,2.159,74.917,0.166,0,0,6668288,852807680,12879552512,986963968,1443110912,0,0,
29-11 12:10:21,25.637,2.716,69.610,2.037,0,0,78626816,853909504,12881465344,987000832,1439784960,0,0,
29-11 12:10:22,22.479,2.314,75.207,0,0,0,65536,854007808,12881235968,987000832,1440055296,0,0,
29-11 12:10:23,21.087,2.142,76.606,0.165,0,0,73728,854024192,12880777216,987000832,1440493568,0,0,
29-11 12:10:24,22.682,2.152,74.834,0.331,0,0,8691712,853569536,12880777216,987004928,1440882688,0,0,
29-11 12:10:25,23.229,3.789,72.982,0,0,0,2285568,853913600,12880019456,987004928,1441292288,0,0,
29-11 12:10:26,25.083,3.156,71.761,0,0,0,0,852848640,12880752640,987004928,1441619968,0,0,
29-11 12:10:27,24.167,2.167,73.667,0,0,0,0,852721664,12880261120,987004928,1442242560,0,0,
29-11 12:10:28,22.824,2.627,74.548,0,0,0,0,852467712,12880261120,987004928,1442496512,0,0,
29-11 12:10:29,20.938,1.843,76.884,0.335,0,0,270336,852340736,12880003072,987009024,1442877440,0,0,
29-11 12:10:30,22.586,1.964,75.450,0,0,0,3506176,852008960,12880019456,987009024,1443192832,0,0,
29-11 12:10:31,22.538,2.504,74.958,0,0,0,0,852140032,12879503360,987009024,1443577856,0,0,
29-11 12:10:32,26.721,2.459,70.656,0.164,0,0,65536,851968000,12879245312,987009024,1444007936,0,0,
29-11 12:10:33,22.645,2.314,75.041,0,0,0,49152,851828736,12878970880,987009024,1444421632,0,0,
29-11 12:10:34,22.772,2.640,74.422,0.165,0,0,114688,851398656,12878970880,987013120,1444847616,0,0,
29-11 12:10:35,24.288,2.680,73.032,0,0,0,73728,851476480,12878454784,987013120,1445285888,0,0,
29-11 12:10:36,25,2.815,72.020,0.166,0,0,5627904,851357696,12878229504,987013120,1445634048,0,0,
29-11 12:10:37,23.549,2.156,74.295,0,0,0,0,850862080,12878229504,987013120,1446121472,0,0,
29-11 12:10:38,22.479,2.149,75.372,0,0,0,163840,851570688,12877213696,987013120,1446428672,0,0,
29-11 12:10:39,22.900,2.142,74.794,0.165,0,0,131072,851247104,12877197312,987013120,1446768640,0,0,
29-11 12:10:40,21.212,1.347,77.273,0.168,0,0,90112,851431424,12876681216,987013120,1447100416,0,0,
29-11 12:10:41,22.705,3.005,74.290,0,0,0,8192,850989056,12876767232,987013120,1447456768,0,0,
29-11 12:10:42,24.046,2.653,72.968,0.332,0,0,8667136,851886080,12875390976,987017216,1447931904,0,0,
29-11 12:10:43,23.422,2.159,74.419,0,0,0,90112,851894272,12874842112,987017216,1448370176,0,0,
29-11 12:10:44,21.523,1.656,76.821,0,0,0,0,851578880,12874858496,987017216,1448669184,0,0,
29-11 12:10:45,21.703,3.840,74.290,0.167,0,0,98304,851361792,12874600448,987017216,1449136128,0,0,
29-11 12:10:46,22.629,3.494,73.710,0.166,0,0,11821056,851128320,12874407936,987033600,1449545728,0,0,
29-11 12:10:47,22.241,2.174,75.251,0.334,0,0,8617984,850890752,12874326016,987037696,1449893888,0,0,
29-11 12:10:48,20.854,2.791,76.026,0.328,0,0,8658944,851206144,12873809920,987041792,1450135552,0,0,
29-11 12:10:49,22.575,2.676,74.749,0,0,0,0,850669568,12873826304,987041792,1450602496,0,0,
29-11 12:10:50,21.309,1.846,76.846,0,0,0,0,851132416,12873068544,987041792,1450897408,0,0,
29-11 12:10:51,22.705,2.170,74.958,0.167,0,0,4554752,850911232,12872794112,987041792,1451388928,0,0,
29-11 12:10:52,21.943,2.178,75.879,0,0,0,65536,851464192,12872003584,987041792,1451626496,0,0,
29-11 12:10:53,22.259,3.322,74.252,0.166,0,0,196608,851709952,12871245824,987045888,1452134400,0,0,
29-11 12:10:54,22.442,2.475,75.083,0,0,0,0,851656704,12870987776,987045888,1452445696,0,0,
29-11 12:10:55,24.503,3.642,71.854,0,0,0,0,852172800,12869955584,987045888,1452961792,0,0,
29-11 12:10:56,26.359,4.119,68.040,1.483,0,0,53239808,853630976,12869922816,987082752,1451487232,0,0,
29-11 12:10:57,20.232,2.653,77.114,0,0,0,0,853573632,12869664768,987082752,1451802624,0,0,
29-11 12:10:58,22.910,1.672,75.418,0,0,0,16384,853467136,12869439488,987082752,1452130304,0,0,
29-11 12:10:59,24,2,74,0,0,0,0,853532672,12868923392,987082752,1452580864,0,0,
29-11 12:11:00,22.037,2.337,75.626,0,0,0,0,853540864,12868632576,987082752,1452859392,0,0,
29-11 12:11:01,25.410,2.459,71.967,0.164,0,0,4227072,853401600,12868149248,987086848,1453465600,0,0,
29-11 12:11:02,21.927,2.492,75.415,0.166,0,0,131072,853364736,12867858432,987086848,1453789184,0,0,
29-11 12:11:03,23.355,2.796,73.849,0,0,0,32768,853213184,12867616768,987086848,1454178304,0,0,
29-11 12:11:04,23.317,2.135,74.548,0,0,0,0,852844544,12867616768,987086848,1454546944,0,0,
29-11 12:11:05,26.393,3.443,70.164,0,0,0,0,852795392,12867399680,987086848,1454813184,0,0,
29-11 12:11:06,25.207,3.648,71.144,0,0,0,2383872,852267008,12867375104,987090944,1455362048,0,0,
29-11 12:11:07,24.398,2.889,72.552,0.161,0,0,106496,852385792,12866826240,987090944,1455783936,0,0,
29-11 12:11:08,23.026,2.303,74.671,0,0,0,24576,852824064,12866084864,987090944,1456082944,0,0,
29-11 12:11:09,21.523,2.483,75.993,0,0,0,0,852717568,12865794048,987090944,1456480256,0,0,
29-11 12:11:10,20.868,2.003,77.129,0,0,0,0,852357120,12865810432,987090944,1456820224,0,0,
29-11 12:11:11,25.620,3.140,71.240,0,0,0,188416,852353024,12865286144,987090944,1457348608,0,0,
29-11 12:11:12,19.900,2.819,77.280,0,0,0,65536,852619264,12864770048,987090944,1457598464,0,0,
29-11 12:11:13,23.654,2.610,73.573,0.163,0,0,385024,852742144,12864237568,987090944,1458008064,0,0,
29-11 12:11:14,22.111,3.183,73.367,1.340,0,0,41541632,852557824,12866576384,987111424,1455951872,0,0,
29-11 12:11:15,26.167,3,70.833,0,0,0,0,852594688,12865785856,987111424,1456541696,0,0,
29-11 12:11:16,24.500,2.833,72.667,0,0,0,6922240,852512768,12865470464,987111424,1456939008,0,0,
29-11 12:11:17,21.927,2.326,75.748,0,0,0,0,852021248,12865503232,987111424,1457393664,0,0,
29-11 12:11:18,23.241,3.601,71.849,1.309,0,0,45654016,852615168,12864729088,987152384,1457668096,0,0,
29-11 12:11:19,24.917,3.465,70.462,1.155,0,0,36962304,852217856,12868599808,987172864,1454149632,0,0,
29-11 12:11:20,23.779,2.769,73.127,0.326,0,0,8822784,852070400,12862148608,987181056,1460670464,0,0,
29-11 12:11:21,24.834,2.483,71.854,0.828,0,0,32546816,852561920,12869357568,987226112,1452888064,0,0,
29-11 12:11:22,25.449,2.936,71.452,0.163,0,0,6979584,853053440,12868308992,987226112,1453441024,0,0,
29-11 12:11:23,21.440,3.273,74.632,0.655,0,0,17162240,854175744,12866727936,987230208,1453748224,0,0,
29-11 12:11:24,22.056,1.990,75.954,0,0,0,155648,853872640,12866744320,987230208,1454034944,0,0,
29-11 12:11:25,23.667,2.333,74,0,0,0,0,853618688,12866486272,987230208,1454542848,0,0,
29-11 12:11:26,23.179,3.477,73.344,0,0,0,0,853594112,12866162688,987230208,1454891008,0,0,
29-11 12:11:27,21.320,1.184,77.496,0,0,0,5406720,853360640,12865970176,987230208,1455308800,0,0,
29-11 12:11:28,21.405,1.839,76.589,0.167,0,0,229376,853696512,12865454080,987230208,1455489024,0,0,
29-11 12:11:29,22.591,2.326,74.751,0.332,0,0,139264,853422080,12865196032,987230208,1456021504,0,0,
29-11 12:11:30,23.934,2.131,73.934,0,0,0,0,853446656,12864937984,987230208,1456254976,0,0,
29-11 12:11:31,20.736,1.839,77.425,0,0,0,0,852992000,12864937984,987230208,1456705536,0,0,
29-11 12:11:32,20.792,3.300,75.743,0.165,0,0,491520,852905984,12864679936,987230208,1457049600,0,0,
29-11 12:11:33,22.575,3.177,73.579,0.669,0,0,42131456,852938752,12866727936,987275264,1454862336,0,0,
29-11 12:11:34,24.298,2.645,72.727,0.331,0,0,122880,853012480,12866211840,987275264,1455304704,0,0,
29-11 12:11:35,23.203,2.614,74.183,0,0,0,0,853225472,12865679360,987275264,1455624192,0,0,
29-11 12:11:36,24.958,3.350,71.692,0,0,0,0,854138880,12864397312,987275264,1455996928,0,0,
29-11 12:11:37,21.405,2.508,75.920,0.167,0,0,8675328,855023616,12863115264,987283456,1456418816,0,0,
29-11 12:11:38,22.131,1.803,76.066,0,0,0,0,854671360,12863115264,987283456,1456771072,0,0,
29-11 12:11:39,23.377,2.435,74.026,0.162,0,0,114688,854118400,12863373312,987283456,1457065984,0,0,
29-11 12:11:40,21.797,1.997,76.206,0,0,0,0,854212608,12862857216,987283456,1457487872,0,0,
29-11 12:11:41,23.873,2.003,74.124,0,0,0,0,854007808,12862599168,987283456,1457946624,0,0,
29-11 12:11:42,19.536,2.483,77.815,0.166,0,0,303104,854331392,12862074880,987287552,1458143232,0,0,
29-11 12:11:43,22.667,2.333,75,0,0,0,0,854110208,12861825024,987287552,1458610176,0,0,
29-11 12:11:44,21.895,1.797,76.144,0.163,0,0,131072,854044672,12861566976,987287552,1458933760,0,0,
29-11 12:11:45,21.106,2.345,76.382,0.168,0,0,8634368,854171648,12860948480,987291648,1459392512,0,0,
29-11 12:11:46,22.483,3.188,74.329,0,0,0,0,853651456,12861308928,987291648,1459548160,0,0,
29-11 12:11:47,20.730,2.653,76.451,0.166,0,0,5931008,853753856,12860760064,987291648,1459990528,0,0,
29-11 12:11:48,22.349,3.100,74.551,0,0,0,0,853962752,12860276736,987291648,1460256768,0,0,
29-11 12:11:49,21.298,1.830,76.705,0.166,0,0,393216,853770240,12860018688,987291648,1460707328,0,0,
29-11 12:11:50,20.534,2.003,77.295,0.167,0,0,188416,853692416,12859760640,987295744,1461039104,0,0,
29-11 12:11:51,23.256,2.326,74.419,0,0,0,0,853651456,12859502592,987295744,1461338112,0,0,
29-11 12:11:52,21.217,3.125,75.493,0.164,0,0,5750784,853745664,12858953728,987295744,1461792768,0,0,
29-11 12:11:53,23.967,2.149,73.884,0,0,0,49152,853327872,12858986496,987295744,1462177792,0,0,
29-11 12:11:54,21.035,1.836,76.962,0.167,0,0,204800,853426176,12858470400,987295744,1462587392,0,0,
29-11 12:11:55,24.382,2.636,72.817,0.165,0,0,139264,853848064,12857696256,987295744,1462939648,0,0,
29-11 12:11:56,23.272,2.867,73.862,0,0,0,0,852590592,12858568704,987295744,1463320576,0,0,
29-11 12:11:57,20.840,1.849,77.143,0.168,0,0,7700480,852582400,12858277888,987295744,1463611392,0,0,
29-11 12:11:58,19,2.333,78.667,0,0,0,0,852180992,12858277888,987295744,1464012800,0,0,
29-11 12:11:59,24.007,3.808,70.861,1.325,0,0,83206144,853090304,12861292544,987328512,1460019200,0,0,
29-11 12:12:00,20.868,2.504,76.628,0,0,0,0,853213184,12860776448,987328512,1460412416,0,0,
29-11 12:12:01,22.278,1.843,75.879,0,0,0,0,852799488,12860776448,987328512,1460826112,0,0,
29-11 12:12:02,24.382,1.812,73.641,0.165,0,0,65536,852910080,12860260352,987328512,1461223424,0,0,
29-11 12:12:03,23.461,2.662,73.877,0,0,0,0,853610496,12859228160,987328512,1461555200,0,0,
29-11 12:12:04,19.866,1.669,78.297,0.167,0,0,237568,853168128,12859228160,987332608,1461993472,0,0,
29-11 12:12:05,23.127,3.746,72.964,0.163,0,0,139264,853352448,12858728448,987332608,1462304768,0,0,
29-11 12:12:06,23.770,2.951,73.279,0,0,0,0,853426176,12858322944,987332608,1462632448,0,0,
29-11 12:12:07,23.491,2.773,73.736,0,0,0,0,853209088,12858195968,987332608,1462976512,0,0,
29-11 12:12:08,24.053,2.471,73.311,0.165,0,0,2367488,852721664,12858195968,987332608,1463463936,0,0,
29-11 12:12:09,22.586,3.601,72.995,0.818,0,0,42205184,853254144,12860231680,987357184,1461047296,0,0,
29-11 12:12:10,23.064,2.142,74.794,0,0,0,122880,853254144,12859486208,987357184,1461506048,0,0,
29-11 12:12:11,24.626,2.995,72.379,0,0,0,0,852996096,12859228160,987357184,1462013952,0,0,
29-11 12:12:12,21.262,2.492,76.080,0.166,0,0,65536,853000192,12858970112,987357184,1462267904,0,0,
29-11 12:12:13,22.613,2.848,74.204,0.335,0,0,17047552,853884928,12857405440,987357184,1462808576,0,0,
29-11 12:12:14,20.957,2.145,76.898,0,0,0,0,853749760,12857348096,987357184,1463001088,0,0,
29-11 12:12:15,22.371,3.005,73.790,0.835,0,0,44040192,853938176,12858920960,987377664,1461145600,0,0,
29-11 12:12:16,26.350,2.946,70.704,0,0,0,0,852926464,12859518976,987377664,1461555200,0,0,
29-11 12:12:17,24.104,3.257,72.638,0,0,0,0,852631552,12859437056,987377664,1461936128,0,0,
29-11 12:12:18,21.739,1.839,76.421,0,0,0,5087232,852238336,12859437056,987377664,1462325248,0,0,
29-11 12:12:19,21.008,1.681,77.311,0,0,0,0,851857408,12859437056,987377664,1462706176,0,0,
29-11 12:12:20,21.675,2.299,75.698,0.328,0,0,294912,852353024,12858662912,987377664,1462984704,0,0,
29-11 12:12:21,21.695,1.356,76.949,0,0,0,0,852316160,12858421248,987377664,1463263232,0,0,
29-11 12:12:22,23.481,2.299,74.220,0,0,0,65536,852422656,12857888768,987377664,1463689216,0,0,
29-11 12:12:23,21.167,2.833,75.833,0.167,0,0,5226496,853098496,12856856576,987377664,1464041472,0,0,
29-11 12:12:24,19.231,2.007,78.763,0,0,0,0,853237760,12856340480,987377664,1464418304,0,0,
29-11 12:12:25,22.056,3.483,74.295,0.166,0,0,212992,852844544,12856340480,987381760,1464807424,0,0,
29-11 12:12:26,23.849,2.796,73.355,0,0,0,0,852529152,12856348672,987381760,1465118720,0,0,
29-11 12:12:27,23.422,1.661,74.917,0,0,0,0,852299776,12856082432,987381760,1465610240,0,0,
29-11 12:12:28,21.569,2.451,75.817,0.163,0,0,8241152,852557824,12855566336,987381760,1465868288,0,0,
29-11 12:12:29,21.262,2.159,76.578,0,0,0,0,852434944,12855308288,987381760,1466249216,0,0,
29-11 12:12:30,22.591,2.990,74.419,0,0,0,155648,852324352,12855050240,987381760,1466617856,0,0,
29-11 12:12:31,21.440,3.273,75.123,0.164,0,0,73728,852312064,12854775808,987381760,1466888192,0,0,
29-11 12:12:32,21.980,1.846,76.007,0.168,0,0,65536,852049920,12854517760,987381760,1467408384,0,0,
29-11 12:12:33,22.586,2.946,74.468,0,0,0,139264,851771392,12854517760,987381760,1467686912,0,0,
29-11 12:12:34,20.695,1.821,77.483,0,0,0,0,851959808,12854001664,987381760,1468014592,0,0,
29-11 12:12:35,21.393,2.653,75.788,0.166,0,0,163840,851939328,12853743616,987381760,1468293120,0,0,
29-11 12:12:36,22.241,4.119,73.476,0.165,0,0,65536,853303296,12851863552,987381760,1468809216,0,0,
29-11 12:12:37,23.849,2.796,73.355,0,0,0,0,853245952,12851421184,987381760,1469304832,0,0,
29-11 12:12:38,23.974,2.135,73.892,0,0,0,2547712,852975616,12851421184,987381760,1469575168,0,0,
29-11 12:12:39,24.172,1.987,73.841,0,0,0,0,852684800,12851163136,987381760,1470124032,0,0,
29-11 12:12:40,22.989,2.299,74.548,0.164,0,0,155648,852656128,12850905088,987385856,1470406656,0,0,
29-11 12:12:41,22.056,2.322,75.622,0,0,0,0,852492288,12850647040,987385856,1470828544,0,0,
29-11 12:12:42,23.471,2.149,74.215,0.165,0,0,122880,852553728,12850130944,987385856,1471275008,0,0,
