timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/01/02 18:08:22.236, 75 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:23.238, 58 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:24.240, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:25.242, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:26.243, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:27.245, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:28.247, 75 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:29.248, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:30.250, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:31.253, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:32.254, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:33.255, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:34.256, 80 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:35.258, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:36.259, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:37.261, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:38.262, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:39.264, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:40.265, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:41.267, 61 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:42.270, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:43.271, 76 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:44.272, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:45.274, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:46.275, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:47.276, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:48.278, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:49.280, 64 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:50.281, 80 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:51.283, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:52.284, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:53.285, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:54.286, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:55.288, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:56.290, 29 %, 23 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:57.291, 77 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:58.292, 78 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:59.294, 43 %, 37 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:00.296, 75 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:01.297, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:02.298, 45 %, 33 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:03.303, 42 %, 34 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:04.304, 50 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:05.305, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:06.307, 61 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:07.309, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:08.310, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:09.311, 79 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:10.313, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:11.316, 77 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:12.317, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:13.318, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:14.319, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:15.321, 90 %, 73 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:16.322, 91 %, 71 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:17.324, 77 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:18.326, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:19.327, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:20.328, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:21.330, 58 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:22.332, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:23.333, 56 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:24.336, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:25.339, 59 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:26.341, 68 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:27.342, 75 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:28.344, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:29.346, 60 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:30.348, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:31.349, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:32.351, 73 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:33.353, 63 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:34.354, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:35.356, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:36.357, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:37.360, 73 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:38.361, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:39.362, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:40.363, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:41.365, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:42.366, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:43.368, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:44.371, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:45.373, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:46.375, 81 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:47.376, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:48.378, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:49.379, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:50.381, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:51.385, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:52.388, 76 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:53.391, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:54.392, 86 %, 70 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:55.394, 64 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:56.395, 63 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:57.397, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:58.398, 60 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:09:59.399, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:00.400, 76 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:01.403, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:02.404, 46 %, 38 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:03.406, 56 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:04.407, 43 %, 34 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:05.408, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:06.412, 81 %, 67 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:07.413, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:08.414, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:09.416, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:10.417, 81 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:11.420, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:12.421, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:13.423, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:14.424, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:15.425, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:16.426, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:17.428, 78 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:18.430, 82 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:19.433, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:20.434, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:21.435, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:22.438, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:23.439, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:24.441, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:25.443, 87 %, 69 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:26.444, 88 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:27.445, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:28.447, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:29.449, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:30.450, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:31.452, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:32.454, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:33.455, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:34.456, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:35.459, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:36.460, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:37.461, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:38.464, 67 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:39.465, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:40.466, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:41.468, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:42.469, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:43.471, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:44.474, 73 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:45.477, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:46.478, 61 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:47.480, 75 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:48.481, 70 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:49.483, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:50.485, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:51.487, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:52.488, 89 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:53.490, 78 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:54.492, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:55.494, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:56.496, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:57.497, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:58.498, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:10:59.500, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:00.501, 64 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:01.502, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:02.507, 52 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:03.509, 54 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:04.515, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:05.517, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:06.518, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:07.520, 87 %, 69 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:08.521, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:09.522, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:10.524, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:11.526, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:12.527, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:13.529, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:14.530, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:15.533, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:16.535, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:17.536, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:18.538, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:19.539, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:20.541, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:21.543, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:22.544, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:23.545, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:24.547, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:25.548, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:26.550, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:27.551, 80 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:28.552, 58 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:29.554, 63 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:30.555, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:31.557, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:32.558, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:33.559, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:34.560, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:35.562, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:36.563, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:37.564, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:38.566, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:39.567, 58 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:40.569, 69 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:41.570, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:42.571, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:43.572, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:44.573, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:45.575, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:46.576, 78 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:47.578, 69 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:48.579, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:49.581, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:50.583, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:51.585, 77 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:52.588, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:53.590, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:54.591, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:55.592, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:56.594, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:57.596, 55 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:58.597, 73 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:11:59.599, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:00.600, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:01.601, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:02.602, 44 %, 33 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:03.603, 51 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:04.605, 55 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:05.606, 40 %, 36 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:06.608, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:07.609, 62 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:08.610, 69 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:09.612, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:10.613, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:11.614, 65 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:12.616, 67 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:13.618, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:14.620, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:15.621, 67 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:16.622, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:17.623, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:18.626, 61 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:19.627, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:20.628, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:21.629, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:22.631, 78 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:23.634, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:24.637, 52 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:25.639, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:26.640, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:27.642, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:28.643, 82 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:29.646, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:30.647, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:31.649, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:32.651, 78 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:33.653, 72 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:34.654, 73 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:35.655, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:36.658, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:37.659, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:38.661, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:39.662, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:40.663, 53 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:41.665, 58 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:42.667, 56 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:43.668, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:44.671, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:45.673, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:46.674, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:47.675, 75 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:48.677, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:49.679, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:50.687, 60 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:51.688, 67 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:52.689, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:53.690, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:54.693, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:55.694, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:56.695, 68 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:57.697, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:58.699, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:12:59.700, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:00.701, 81 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:01.702, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:02.704, 48 %, 36 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:03.705, 56 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:04.707, 43 %, 33 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:05.708, 66 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:06.709, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:07.710, 72 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:08.713, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:09.714, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:10.716, 51 %, 40 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:13:11.717, 60 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
